date,status,appeal,address,ward
02/28/17,APPROVED,BOA-654170,214 Marginal Street,Ward 1
02/28/17,APPROVED,BOA-615645,278-284 North Street,Ward 3
02/28/17,APPROVED,BOA-672001,388 Park Street,Ward 20
02/28/17,APPROVED,BOA-658675,100 Revere Street,Ward 5
02/28/17,APPROVED,BOA-633247,194-200 Shawmut Avenue,Ward 3
02/28/17,APPROVED,BOA-654176,22 Saratoga Street,Ward 1
02/28/17,APPROVED,BOA-654173,20 Saratoga Street,Ward 1
02/28/17,APPROVED,BOA-654174,22 Saratoga Street,Ward 1
02/28/17,APPROVED,BOA-654172,20 Saratoga Street,Ward 1
02/28/17,APPROVED,BOA-656900,20-22 Union Park,Ward 3
02/28/17,APPROVED,BOA-666399,56 Union Street,Ward 2
02/28/17,APPROVED,BOA-655329,44 Upton Street,Ward 9
02/28/17,APPROVED,BOA-665588,40 Williams Street,Ward 9
02/28/17,APPROVED,BOA-636644,38 Williams Street,Ward 9
02/28/17,APPROVED,BOA-666767,103 Washington Street,Ward 21
02/28/17,APPROVED,BOA-666769,105 Washington Street,Ward 21
02/28/17,APPROVED,BOA-666750,101 Washington Street,Ward 21
02/28/17,APPROVED,BOA-667872,101 Washington Street,Ward 21
02/28/17,APPROVED,BOA-666760,103 Washington Street,Ward 21
02/28/17,APPROVED,BOA-655100,144 West Canton Street,Ward 4
02/28/17,DENIED,BOA-606490,74-74B Allandale Street,Ward 20
02/28/17,DENIED,BOA-525282,15 Brainerd Road,Ward 21
02/28/17,DENIED,BOA-665283,8 Chestnut Street,Ward 2
02/28/17,DENIED,BOA-662113,278 Chelsea Street,Ward 1
02/28/17,DENIED,BOA-576266,55 East Springfield Street,Ward 8
02/28/17,DENIED,BOA-634674,1387-1393 Washington Street,Ward 3
02/07/17,APPROVED,BOA-649454,400 Belgrade Avenue,Ward 20
02/07/17,APPROVED,BOA-657507,32 Boston Street,Ward 7
02/07/17,APPROVED,BOA-635103,31 Brighton Street,Ward 2
02/07/17,APPROVED,BOA-635102,31 Brighton Street,Ward 2
02/07/17,APPROVED,BOA-634407,32 Buttonwood Street,Ward 13
02/07/17,APPROVED,BOA-642872,25 Bragdon Street,Ward 11
02/07/17,APPROVED,BOA-557495,144 Beech Street,Ward 20
02/07/17,APPROVED,BOA-642871,19 Chelsea Street,Ward 1
02/07/17,APPROVED,BOA-618075,161 Cottage Street,Ward 1
02/07/17,APPROVED,BOA-626613,406-418 Commercial Street,Ward 3
02/07/17,APPROVED,BOA-651160,468 Commercial Street,Ward 3
02/07/17,APPROVED,BOA-652699,20 Fuller Street,Ward 17
02/07/17,APPROVED,BOA-639251,205 Gold Street,Ward 6
02/07/17,APPROVED,BOA-655214,46 Geneva Street,Ward 1
02/07/17,APPROVED,BOA-631861,123 Hamilton Street,Ward 15
02/07/17,APPROVED,BOA-661867,11 Havelock Street,Ward 14
02/07/17,APPROVED,BOA-632366,750 Hyde Park Avenue,Ward 18
02/07/17,APPROVED,BOA-659224,966-966B Hyde Park Avenue,Ward 18
02/07/17,APPROVED,BOA-604337,279 Marlborough Street,Ward 5
02/07/17,APPROVED,BOA-584731,3 Melville Avenue,Ward 17
02/07/17,APPROVED,BOA-620681,5 McBride Street,Ward 11
02/07/17,APPROVED,BOA-666879,61 North Beacon Street,Ward 22
02/07/17,APPROVED,BOA-655982,10-50 Old Colony Avenue,Ward 6
02/07/17,APPROVED,BOA-662108,2-0 Putnam Street,Ward 1
02/07/17,APPROVED,BOA-648249,20R Park Street,Ward 2
02/07/17,APPROVED,BOA-633555,12-14 Revere Street,Ward 19
02/07/17,APPROVED,BOA-625056,10 Saint James Avenue,Ward 5
02/07/17,APPROVED,BOA-658399,549 Tremont Street,Ward 4
02/07/17,APPROVED,BOA-637911,306 West Third Street,Ward 6
02/07/17,DENIED,BOA-590411,440 East Eighth Street,Ward 7
01/24/17,APPROVED,BOA-654605,26 Austin Street,Ward 2
01/24/17,APPROVED,BOA-604392,930 American Legion Highway,Ward 18
01/24/17,APPROVED,BOA-624721,192-194 Amory Street,Ward 11
01/24/17,APPROVED,BOA-640208,117 Beech Street,Ward 20
01/24/17,APPROVED,BOA-646769,1100-1102 Boylston Street,Ward 4
01/24/17,APPROVED,BOA-628549,68 Boynton Street,Ward 11
01/24/17,APPROVED,BOA-633952,616-624 Blue Hill Avenue,Ward 14
01/24/17,APPROVED,BOA-640296,1419-1435 Blue Hill Avenue,Ward 18
01/24/17,APPROVED,BOA-640157,35 Batchelder Street,Ward 8
01/24/17,APPROVED,BOA-543193,16 Boardman Street,Ward 1
01/24/17,APPROVED,BOA-647805,164 Bigelow Street,Ward 22
01/24/17,APPROVED,BOA-662463,119 Cushing Avenue,Ward 13
01/24/17,APPROVED,BOA-648345,8 Cooper Street,Ward 3
01/24/17,APPROVED,BOA-611780,17 Centre Street,Ward 9
01/24/17,APPROVED,BOA-636829,32 Cherokee Street,Ward 10
01/24/17,APPROVED,BOA-588115,1824-1826 Columbia Road,Ward 6
01/24/17,APPROVED,BOA-631546,376-384 Dorchester Avenue,Ward 7
01/24/17,APPROVED,BOA-661390,2 Drydock Avenue (aka Parcel Q1),Ward 6
01/24/17,APPROVED,BOA-643434,61 Dracut Street,Ward 16
01/24/17,APPROVED,BOA-601472,545-547 East Third Street,Ward 6
01/24/17,APPROVED,BOA-647021,689A-689 East Seventh Street,Ward 7
01/24/17,APPROVED,BOA-625360,44 Evergreen Street,Ward 10
01/24/17,APPROVED,BOA-641206,174 Forest Hills Street,Ward 11
01/24/17,APPROVED,BOA-648341,112 Fulton Street,Ward 3
01/24/17,APPROVED,BOA-657857,81 Green Street,Ward 2
01/24/17,APPROVED,BOA-649646,10 Glen Street,Ward 15
01/24/17,APPROVED,BOA-586549,16 Gene Street,Ward 7
01/24/17,APPROVED,BOA-655047,104-104H H Street,Ward 6
01/24/17,APPROVED,BOA-647658,34 Houghton Street,Ward 16
01/24/17,APPROVED,BOA-619574,41 Hawthorne Street,Ward 11
01/24/17,APPROVED,BOA-611376,89-89A Jamaica Street,Ward 11
01/24/17,APPROVED,BOA-618637,37 Merrimac Street,Ward 3
01/24/17,APPROVED,BOA-642693,3 Mill Street,Ward 16
01/24/17,APPROVED,BOA-649308,1258-1262 Massachusetts Avenue,Ward 7
01/24/17,APPROVED,BOA-649316,1268-1272 Massachusetts Avenue,Ward 7
01/24/17,APPROVED,BOA-654795,45 Perkins Street,Ward 2
01/24/17,APPROVED,BOA-639330,500-510H River Street,Ward 18
01/24/17,APPROVED,BOA-654490,112 St. Botolph Street,Ward 4
01/24/17,APPROVED,BOA-649642,17 Trull Street,Ward 15
01/24/17,APPROVED,BOA-635873,105 West Milton Street,Ward 2
01/24/17,APPROVED,BOA-635547,260 West Third Street,Ward 6
01/24/17,APPROVED,BOA-644348,7 Wales Street,Ward 14
01/24/17,APPROVED,BOA-623701,56 Westminster Street,Ward 18
01/24/17,APPROVED,BOA-634842,212 West Canton Street,Ward 4
01/24/17,APPROVED,BOA-634526,3193-3201 Washington Street,Ward 11
01/24/17,DENIED,BOA-624101,15-17 Arborough Road,Ward 20
01/24/17,DENIED,BOA-633496,8 Charles Street,Ward 18
01/24/17,DENIED,BOA-660189,14 Essex Street,Ward 2
01/24/17,DENIED,BOA-630333,192 I Street,Ward 7
01/24/17,DENIED,BOA-586332,101 Parsons Street,Ward 22
01/24/17,DENIED,BOA-557905,30 Pearl Street,Ward 2
01/24/17,DENIED,BOA-639862,38A-38 South Russell Street,Ward 5
01/10/17,APPROVED,BOA-639633,105 Allston Street,Ward 21
01/10/17,APPROVED,BOA-652473,65 Ashland Street,Ward 16
01/10/17,APPROVED,BOA-640152,29 Batchelder Street,Ward 8
01/10/17,APPROVED,BOA-640141,21-27 Batchelder Street,Ward 8
01/10/17,APPROVED,BOA-568164,474 Beacon Street,Ward 5
01/10/17,APPROVED,BOA-645234,45-55 Brighton Avenue,Ward 21
01/10/17,APPROVED,BOA-642862,301-303 Border Street,Ward 1
01/10/17,APPROVED,BOA-630177,1089 Blue Hill Avenue,Ward 14
01/10/17,APPROVED,BOA-646788,167-183 Chestnut Hill Avenue,Ward 22
01/10/17,APPROVED,BOA-645268,167-183 Chestnut Hill Avenue,Ward 22
01/10/17,APPROVED,BOA-636819,104 Chestnut Street,Ward 5
01/10/17,APPROVED,BOA-558124,57 Dix Street,Ward 16
01/10/17,APPROVED,BOA-629257,13-15 Dudley Street,Ward 9
01/10/17,APPROVED,BOA-643346,1943-1945 Dorchester Avenue,Ward 17
01/10/17,APPROVED,BOA-621432,658 East Sixth Street,Ward 6
01/10/17,APPROVED,BOA-643238,511 East Fifth Street,Ward 6
01/10/17,APPROVED,BOA-621916,87 Eutaw Street,Ward 1
01/10/17,APPROVED,BOA-640146,42 East Cottage Street,Ward 8
01/10/17,APPROVED,BOA-643240,502R East Sixth Street,Ward 6
01/10/17,APPROVED,BOA-615419,72R Fuller Street,Ward 17
01/10/17,APPROVED,BOA-635673,83 Faywood Avenue,Ward 1
01/10/17,APPROVED,BOA-645231,75 Gardner Street,Ward 21
01/10/17,APPROVED,BOA-645236,79-83 Gardner Street,Ward 21
01/10/17,APPROVED,BOA-587183,194 Havre Street,Ward 1
01/10/17,APPROVED,BOA-581561,43-45 Kingston Street,Ward 3
01/10/17,APPROVED,BOA-560326,152-154 Liverpool Street,Ward 1
01/10/17,APPROVED,BOA-638897,24-26 Langley Road,Ward 22
01/10/17,APPROVED,BOA-627219,18-29 Lamson Street,Ward 1
01/10/17,APPROVED,BOA-627220,3-5 Lamson Court,Ward 1
01/10/17,APPROVED,BOA-601237,561 Massachusetts Avenue,Ward 9
01/10/17,APPROVED,BOA-637439,362 Marlborough Street,Ward 5
01/10/17,APPROVED,BOA-648548,225 Newbury Street,Ward 5
01/10/17,APPROVED,BOA-632913,26 Newport Street,Ward 13
01/10/17,APPROVED,BOA-648168,264 Neponset Valley Parkway,Ward 18
01/10/17,APPROVED,BOA-640044,19-21 Rosaria Street,Ward 16
01/10/17,APPROVED,BOA-622903,1234 Soldiers Field Road,Ward 22
01/10/17,APPROVED,BOA-622899,1240 Soldiers Field Road,Ward 22
01/10/17,APPROVED,BOA-624109,50 Saint Margaret Street,Ward 7
01/10/17,APPROVED,BOA-637885,405 South Huntington Avenue,Ward 19
01/10/17,APPROVED,BOA-644475,202 Southampton Street,Ward 8
01/10/17,APPROVED,BOA-624986,75 St. Andrew Road,Ward 1
01/10/17,APPROVED,BOA-624990,82 St. Andrew Road,Ward 1
01/10/17,APPROVED,BOA-622426,33 Telegraph Street,Ward 7
01/10/17,APPROVED,BOA-594591,6 Union Park,Ward 3
01/10/17,APPROVED,BOA-641168,65 Willowdean Avenue,Ward 20
01/10/17,APPROVED,BOA-616423,482 West Broadway,Ward 6
01/10/17,APPROVED,BOA-628576,205 West Eighth Street,Ward 7
01/10/17,APPROVED,BOA-637678,248-250A West Newton Street,Ward 4
01/10/17,APPROVED,BOA-628720,409 West Fourth Street,Ward 7
01/10/17,APPROVED,BOA-593357,213 West Fifth Street,Ward 6
01/10/17,APPROVED,BOA-635539,196 West Springfield Street,Ward 9
01/10/17,DENIED,BOA-629270,13-15 Dudley Street,Ward 9
01/10/17,DENIED,BOA-641552,2-8 Harrison Avenue,Ward 3
01/10/17,DENIED,BOA-641553,2-8 Harrison Avenue,Ward 3
01/10/17,DENIED,BOA-596454,8 Harvest Street,Ward 7
01/10/17,DENIED,BOA-602960,25 Imrie Road,Ward 21
01/10/17,DENIED,BOA-586810,320 Washington Street,Ward 22
