date,status,appeal,address,ward
12/11/18,APPROVED,BOA-835828,277 Border Street,Ward 1
12/11/18,APPROVED,BOA-859079,14-16 Cushing Avenue,Ward 13
12/11/18,APPROVED,BOA-879014,30-32 Condor Street,Ward 1
12/11/18,APPROVED,BOA-853393,113-115 Cottage Street,Ward 1
12/11/18,APPROVED,BOA-858259,51 Chappie Street,Ward 2
12/11/18,APPROVED,BOA-870471,135 Chelsea Street,Ward 1
12/11/18,APPROVED,BOA-848569,113-115 Falcon Street,Ward 1
12/11/18,APPROVED,BOA-885654,40-42 Fleet Street,Ward 3
12/11/18,APPROVED,BOA-872536,2 Gifford Place,Ward 7
12/11/18,APPROVED,BOA-836080,269 Gold Street,Ward 7
12/11/18,APPROVED,BOA-857367,725 Harrison Avenue,Ward 8
12/11/18,APPROVED,BOA-845589,64-72 Kneeland Street,Ward 3
12/11/18,APPROVED,BOA-892286,38R Minot Street,Ward 16
12/11/18,APPROVED,BOA-854182,197-207 Maverick Street,Ward 1
12/11/18,APPROVED,BOA-844021,33 North Margin Street,Ward 3
12/11/18,APPROVED,BOA-869347,33 O Street,Ward 6
12/11/18,APPROVED,BOA-841827,50 Pleasant Street,Ward 2
12/11/18,APPROVED,BOA-843998,24 Selkirk Road,Ward 21
12/11/18,APPROVED,BOA-856570,155 Warren Avenue,Ward 4
12/11/18,APPROVED,BOA-852414,225 Washington Street,Ward 14
12/11/18,APPROVED,BOA-848572,3-3G Walley Street,Ward 1
12/11/18,APPROVED,BOA-859209,26 Willis Street,Ward 13
12/11/18,APPROVED,BOA-890351,66 West Rutland Square,Ward 4
12/11/18,APPROVED,BOA-804956,317-319 West Third Street,Ward 6
12/11/18,APPROVED,BOA-853913,160 West Seventh Street,Ward 6
12/11/18,DENIED,BOA-859080,14-16 Cushing Avenue,Ward 13
11/27/18,APPROVED,BOA-861639,90 Antwerp Street,Ward 22
11/27/18,APPROVED,BOA-868656,646 Blue Hill Avenue,Ward 14
11/27/18,APPROVED,BOA-845898,28 Bogandale Road,Ward 20
11/27/18,APPROVED,BOA-849084,70 Charles Street,Ward 5
11/27/18,APPROVED,BOA-843555,83 Chestnut Street,Ward 5
11/27/18,APPROVED,BOA-832915,94 Charles Street,Ward 5
11/27/18,APPROVED,BOA-862309,82 Clement Avenue,Ward 20
11/27/18,APPROVED,BOA-891122,182 Durnell Avenue,Ward 20
11/27/18,APPROVED,BOA-876897,523 East Fifth Street,Ward 6
11/27/18,APPROVED,BOA-881371,2 Evandale Terrace,Ward 13
11/27/18,APPROVED,BOA-853090,41-43 Edgerly Road,Ward 5
11/27/18,APPROVED,BOA-861344,19 Eastman Street,Ward 7
11/27/18,APPROVED,BOA-861658,16-20 Gould Street,Ward 22
11/27/18,APPROVED,BOA-877180,100 Garfield Avenue,Ward 18
11/27/18,APPROVED,BOA-861650,131-135 Holton Street,Ward 22
11/27/18,APPROVED,BOA-810882,40 Harding Road,Ward 18
11/27/18,APPROVED,BOA-865483,162 I Street,Ward 7
11/27/18,APPROVED,BOA-854922,2 Ledgewood Road,Ward 20
11/27/18,APPROVED,BOA-853860,32 Myrtle Street,Ward 5
11/27/18,APPROVED,BOA-845078,82 Mount Vernon Street,Ward 5
11/27/18,APPROVED,BOA-874797,69-71 Maverick Square,Ward 1
11/27/18,APPROVED,BOA-859540,106R-108R Mount Pleasant,Ward 8
11/27/18,APPROVED,BOA-859598,108 Mount Pleasant,Ward 8
11/27/18,APPROVED,BOA-888979,98 Myrtlebank Avenue,Ward 16
11/27/18,APPROVED,BOA-847016,67 Newbury Street,Ward 5
11/27/18,APPROVED,BOA-880385,163 Newbury Street,Ward 5
11/27/18,APPROVED,BOA-880391,163 Newbury Street,Ward 5
11/27/18,APPROVED,BOA-876850,44 Osceola Street,Ward 18
11/27/18,APPROVED,BOA-840525,308 Paris Street,Ward 1
11/27/18,APPROVED,BOA-877912,105 Pembroke Street,Ward 4
11/27/18,APPROVED,BOA-855613,64 Pleasant Street,Ward 13
11/27/18,APPROVED,BOA-859200,91 Radcliffe Road,Ward 18
11/27/18,APPROVED,BOA-868581,293 Silver Street,Ward 6
11/27/18,APPROVED,BOA-826211,93 Westchester Road,Ward 19
11/27/18,APPROVED,BOA-859183,32 Wentworth Street,Ward 17
11/27/18,APPROVED,BOA-852448,13-15 Worcester Square,Ward 8
11/27/18,APPROVED,BOA-824765,10 Wendeller Street,Ward 7
11/27/18,APPROVED,BOA-855084,197 Weld Street,Ward 20
11/27/18,APPROVED,BOA-873216,14-16 Whitford Street,Ward 18
11/27/18,APPROVED,BOA-871895,215 West Street,Ward 18
11/27/18,DENIED,BOA-881003,7 Clementine Park,Ward 17
11/13/18,APPROVED,BOA-853708,17 Ashton Street,Ward 14
11/13/18,APPROVED,BOA-853710,19 Ashton Street,Ward 14
11/13/18,APPROVED,BOA-780275,108 Arlington Street,Ward 5
11/13/18,APPROVED,BOA-790492,425 Border Street,Ward 1
11/13/18,APPROVED,BOA-803755,58 Byron Street,Ward 1
11/13/18,APPROVED,BOA-835797,69 Burrell Street,Ward 8
11/13/18,APPROVED,BOA-818307,11 Browning Avenue,Ward 14
11/13/18,APPROVED,BOA-831370,98-100 Condor Street,Ward 1
11/13/18,APPROVED,BOA-845888,36 Dwight Street,Ward 3
11/13/18,APPROVED,BOA-816676,2149-2151 Dorchester Avenue,Ward 17
11/13/18,APPROVED,BOA-832854,650 East Seventh Street,Ward 6
11/13/18,APPROVED,BOA-863263,776 East Sixth Street,Ward 6
11/13/18,APPROVED,BOA-853712,116 Floyd Street,Ward 14
11/13/18,APPROVED,BOA-853711,114 Floyd Street,Ward 14
11/13/18,APPROVED,BOA-835791,199 Havre Street,Ward 1
11/13/18,APPROVED,BOA-798863,11 Inwood Street,Ward 15
11/13/18,APPROVED,BOA-831064,17 Madeline Street,Ward 22
11/13/18,APPROVED,BOA-861926,116 Murdock Street,Ward 22
11/13/18,APPROVED,BOA-836691,250 Newbury Street,Ward 5
11/13/18,APPROVED,BOA-843982,79 Pearl Street,Ward 2
11/13/18,APPROVED,BOA-865744,123 Stratton Street,Ward 14
11/13/18,APPROVED,BOA-865742,125 Stratton Street,Ward 14
11/13/18,APPROVED,BOA-865747,107 Stratton Street,Ward 14
11/13/18,APPROVED,BOA-865750,105 Stratton Street,Ward 14
11/13/18,APPROVED,BOA-835789,78 Waldemar Avenue,Ward 1
11/13/18,APPROVED,BOA-844017,3247-3249 Washington Street,Ward 11
11/13/18,APPROVED,BOA-786957,21 Woodworth Street,Ward 16
11/13/18,DENIED,BOA-617813,173 Humboldt Avenue,Ward 12
11/13/18,DENIED,BOA-734153,79 Devon Street,Ward 14
10/30/18,APPROVED,BOA-864366,125A Amory Street,Ward 11
10/30/18,APPROVED,BOA-864363,125 Amory Street,Ward 11
10/30/18,APPROVED,BOA-849678,260-260A Amory Street,Ward 11
10/30/18,APPROVED,BOA-849674,266-266A Amory Street,Ward 11
10/30/18,APPROVED,BOA-819729,107 Brunswick Street,Ward 14
10/30/18,APPROVED,BOA-799152,100 Boardman Street,Ward 1
10/30/18,APPROVED,BOA-856602,1194-1206 Blue Hill Avenue,Ward 14
10/30/18,APPROVED,BOA-830071,273 Border Street,Ward 1
10/30/18,APPROVED,BOA-835795,65 Burrell Street,Ward 8
10/30/18,APPROVED,BOA-850622,355-359 Congress Street,Ward 6
10/30/18,APPROVED,BOA-818498,181 Cowper Street,Ward 1
10/30/18,APPROVED,BOA-868121,33 Copeland Street,Ward 12
10/30/18,APPROVED,BOA-879031,9 Douglas Street,Ward 7
10/30/18,APPROVED,BOA-865908,522 East Seventh Street,Ward 7
10/30/18,APPROVED,BOA-870449,77 Eutaw Street,Ward 1
10/30/18,APPROVED,BOA-850126,36-38 Eutaw Street,Ward 1
10/30/18,APPROVED,BOA-853541,223 Everett Street,Ward 1
10/30/18,APPROVED,BOA-851150,538 East Sixth Street,Ward 6
10/30/18,APPROVED,BOA-851147,542 East Sixth Street,Ward 6
10/30/18,APPROVED,BOA-859633,218 Fairmount Avenue,Ward 18
10/30/18,APPROVED,BOA-847667,8 Fairview Street,Ward 20
10/30/18,APPROVED,BOA-854665,91 Glen Road,Ward 11
10/30/18,APPROVED,BOA-814667,9 Glencoe Street,Ward 22
10/30/18,APPROVED,BOA-850633,357-361 Hanover Street,Ward 3
10/30/18,APPROVED,BOA-850379,99 High Street,Ward 3
10/30/18,APPROVED,BOA-860730,38 Knoll Street,Ward 20
10/30/18,APPROVED,BOA-857648,294 Newbury Street,Ward 5
10/30/18,APPROVED,BOA-866450,111-115 Newbury Street,Ward 5
10/30/18,APPROVED,BOA-815874,37 Pond Circle,Ward 10
10/30/18,APPROVED,BOA-859241,48 Prescott Street,Ward 18
10/30/18,APPROVED,BOA-856409,30 Penniman Road,Ward 22
10/30/18,APPROVED,BOA-865908,16 Marmion Street,Ward 11
10/30/18,APPROVED,BOA-857063,48 Newburg Street,Ward 20
10/30/18,APPROVED,BOA-823589,73 Rutland Street,Ward 9
10/30/18,APPROVED,BOA-880263,62-64 Rutland Street,Ward 9
10/30/18,APPROVED,BOA-880266,79Rutland Street,Ward 9
10/30/18,APPROVED,BOA-875565,28 Roslin Street,Ward 17
10/30/18,APPROVED,BOA-877339,275A-275 Shawmut Avenue,Ward 3
10/30/18,APPROVED,BOA-818494,223 Saratoga Street,Ward 1
10/30/18,APPROVED,BOA-851030,1183 Saratoga Street,Ward 1
10/30/18,APPROVED,BOA-819243,806 Saratoga Street,Ward 1
10/30/18,APPROVED,BOA-833842,60 State Street,Ward 3
10/30/18,APPROVED,BOA-833842,60 State Street,Ward 3
10/30/18,APPROVED,BOA-799147,30 Thorn Street,Ward 18
10/30/18,APPROVED,BOA-819227,96 Wordsworth Street,Ward 1
10/30/18,APPROVED,BOA-842450,154 Willow Street,Ward 20
10/30/18,APPROVED,BOA-694028,33 Woodlawn Street,Ward 10
10/30/18,APPROVED,BOA-694031,31 Woodlawn Street,Ward 10
10/30/18,APPROVED,BOA-825355,210 Webster Street,Ward 1
10/30/18,APPROVED,BOA-853544,428-430 West Broadway,Ward 6
10/30/18,APPROVED,BOA-861189,3399-3401 Washington Street,Ward 11
10/30/18,APPROVED,BOA-831638,90 West Springfield Street,Ward 9
10/30/18,APPROVED,BOA-840072,3-7 Washington Street,Ward 21
10/30/18,APPROVED,BOA-880267,54 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880268,54 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880280,56 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880279,56 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880283,58 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880284,58 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880286,60 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880287,60 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880289,62 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880288,62 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880290,64 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880291,64 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880293,66 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880294,66 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880295,68 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880296,68 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880298,70 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880297,70 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880300,72 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880299,72 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880302,74 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880301,74 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880305,76 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880306,76 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880307,78 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880308,78 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880309,80 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880310,80 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880311,82 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880312,82 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880314,84 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880316,86 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880315,86 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880319,88 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880318,88 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880320,90 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880321,90 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880322,92 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880323,92 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880324,94 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880325,94 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880328,96 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880327,96 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880330,98 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880329,98 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880332,100 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880333,100 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880334,102 West Newton Street,Ward 9
10/30/18,APPROVED,BOA-880335,102 West Newton Street,Ward 9
10/30/18,DENIED,BOA-819730,107 Brunswick Street,Ward 14
10/16/18,APPROVED,BOA-831647,10-12 Ashton Street,Ward 14
10/16/18,APPROVED,BOA-827043,52 Birchwood Street,Ward 20
10/16/18,APPROVED,BOA-841381,56A-56 Berkeley Street,Ward 5
10/16/18,APPROVED,BOA-835034,478 Beech Street,Ward 18
10/16/18,APPROVED,BOA-835025,476 Beech Street,Ward 18
10/16/18,APPROVED,BOA-827045,54 Birchwood Street,Ward 20
10/16/18,APPROVED,BOA-838415,212 Commonwealth Avenue,Ward 5
10/16/18,APPROVED,BOA-810579,33 Condor Street,Ward 1
10/16/18,APPROVED,BOA-834505,7-9 Ceylon Street,Ward 13
10/16/18,APPROVED,BOA-815193,1808 Columbia Road,Ward 7
10/16/18,APPROVED,BOA-777271,606 Cambridge Street,Ward 21
10/16/18,APPROVED,BOA-831648,133-135 Callender Street,Ward 14
10/16/18,APPROVED,BOA-834541,4 Chamblet Street,Ward 13
10/16/18,APPROVED,BOA-830941,28 Dix Street, Ward,Ward 16
10/16/18,APPROVED,BOA-857070,10 Davitt Street,Ward 13
10/16/18,APPROVED,BOA-838552,422 East Fifth Street,Ward 7
10/16/18,APPROVED,BOA-770136,78 Horace Street,Ward 1
10/16/18,APPROVED,BOA-834537,7 Half Moon Street,Ward 13
10/16/18,APPROVED,BOA-865018,76 Horace Street,Ward 1
10/16/18,APPROVED,BOA-840725,11 Isabella Street,Ward 5
10/16/18,APPROVED,BOA-736215,93 King Street,Ward 16
10/16/18,APPROVED,BOA-831646,108-110 Lucerne Street,Ward 14
10/16/18,APPROVED,BOA-834539,23 Magnolia Street,Ward 13
10/16/18,APPROVED,BOA-834542,162 Magnolia Street,Ward 13
10/16/18,APPROVED,BOA-860179,362 Marlborough Street,Ward 5
10/16/18,APPROVED,BOA-820964,18 Murdock Street,Ward 22
10/16/18,APPROVED,BOA-834511,100 Magnolia Street,Ward 13
10/16/18,APPROVED,BOA-834506,98 Magnolia Street,Ward 13
10/16/18,APPROVED,BOA-834501,170 Magnolia Street,Ward 13
10/16/18,APPROVED,BOA-834493,164 Magnolia Street,Ward 13
10/16/18,APPROVED,BOA-860183,352 Marlborough Street,Ward 5
10/16/18,APPROVED,BOA-820464,137 N Street,Ward 6
10/16/18,APPROVED,BOA-846317,324 Newbury Street,Ward 5
10/16/18,APPROVED,BOA-846316,324 Newbury Street,Ward 5
10/16/18,APPROVED,BOA-854191,39 Rosseter Street,Ward 14
10/16/18,APPROVED,BOA-857077,77 Romsey Street,Ward 13
10/16/18,APPROVED,BOA-852742,49 Stratton Street,Ward 14
10/16/18,APPROVED,BOA-821060,5R Sparhawk Street,Ward 22
10/16/18,APPROVED,BOA-843578,128-136 South Street,Ward 11
10/16/18,APPROVED,BOA-849225,10 Trenton Street,Ward 2
10/16/18,APPROVED,BOA-834563,8 Woodford Street,Ward 13
10/16/18,APPROVED,BOA-837308,131hf West Third Street,Ward 6
10/16/18,DENIED,BOA-816890,96 Milton Avenue,Ward 17
10/16/18,DENIED,BOA-608289,36 Delle Avenue,Ward 10
09/25/18,APPROVED,BOA-827476,14-16 Alberta Street,Ward 20
09/25/18,APPROVED,BOA-824124,22-24 Adelaide Street,Ward 19
09/25/18,APPROVED,BOA-846353,6-7 Arlington Street,Ward 5
09/25/18,APPROVED,BOA-827431,469 Adams Street,Ward 16
09/25/18,APPROVED,BOA-863367,128 Brighton Avenue,Ward 21
09/25/18,APPROVED,BOA-827186,46 Brooksdale Road,Ward 22
09/25/18,APPROVED,BOA-833908,1516 Blue Hill Avenue,Ward 18
09/25/18,APPROVED,BOA-833304,209-215 Boston Street,Ward 7
09/25/18,APPROVED,BOA-817068,1250 Boylston Street,Ward 5
09/25/18,APPROVED,BOA-849581,161 Blue Hill Avenue,Ward 12
09/25/18,APPROVED,BOA-845799,138 Cushing Avenue,Ward 13
09/25/18,APPROVED,BOA-829236,41-47 Corinth Street,Ward 20
09/25/18,APPROVED,BOA-842882,368 Centre Street,Ward 19
09/25/18,APPROVED,BOA-851451,4 Charles River Square,Ward 5
09/25/18,APPROVED,BOA-828538,73-75 Causeway Street,Ward 3
09/25/18,APPROVED,BOA-791475,8 Dorset Street,Ward 8
09/25/18,APPROVED,BOA-861252,886 East Second Street,Ward 6
09/25/18,APPROVED,BOA-850876,147 Elmer Road,Ward 16
09/25/18,APPROVED,BOA-852368,34 Gretter Road,Ward 20
09/25/18,APPROVED,BOA-840223,33 Glide Street,Ward 6
09/25/18,APPROVED,BOA-843413,26 Hichborn Street,Ward 22
09/25/18,APPROVED,BOA-797633,11 Linden Street,Ward 15
09/25/18,APPROVED,BOA-848571,53 Lexington Street,Ward 1
09/25/18,APPROVED,BOA-847013,226 Lincoln Street,Ward 22
09/25/18,APPROVED,BOA-828534,19-21 Lancaster Street,Ward 3
09/25/18,APPROVED,BOA-828537,31-39 Lancaster Street,Ward 3
09/25/18,APPROVED,BOA-847012,214 Lincoln Street,Ward 22
09/25/18,APPROVED,BOA-844728,9 Ludlow Street,Ward 2
09/25/18,APPROVED,BOA-824173,43 Monmouth Street,Ward 1
09/25/18,APPROVED,BOA-838550,156 O Street,Ward 6
09/25/18,APPROVED,BOA-836842,36 Oakcrest Road,Ward 18
09/25/18,APPROVED,BOA-834611,48-51 Queensberry Street,Ward 5
09/25/18,APPROVED,BOA-761099,96 Rosewood Street,Ward 18
09/25/18,APPROVED,BOA-839409,102-106 South Street,Ward 3
09/25/18,APPROVED,BOA-835948,9 Selden Street,Ward 17
09/25/18,APPROVED,BOA-849486,2 Sumner Street,Ward 20
09/25/18,APPROVED,BOA-852769,14 Spring Garden Street,Ward 13
09/25/18,APPROVED,BOA-850237,215 Tudor Street,Ward 7
09/25/18,APPROVED,BOA-838091,1580 Tremont Street,Ward 10
09/25/18,APPROVED,BOA-808048,95 Union Street,Ward 22
09/25/18,APPROVED,BOA-835186,167 West Newton Street,Ward 4
09/25/18,APPROVED,BOA-835185,167 West Newton Street,Ward 4
09/25/18,APPROVED,BOA-837793,4625 Washington Street,Ward 20
09/25/18,APPROVED,BOA-837788,4623 Washington Street,Ward 20
09/25/18,APPROVED,BOA-837789,4627 Washington Street,Ward 20
09/25/18,DENIED,BOA-835809,12 Marcella Street,Ward 11
09/25/18,DENIED,BOA-795073,47 maple Street,Ward 18
09/25/18,DENIED,BOA-818882,93-95 Prescott Street,Ward 1
09/25/18,DENIED,BOA-821735,27 Sheafe Street,Ward 3
09/25/18,DENIED,BOA-796981,78 Tyler Street,Ward 3
09/11/18,APPROVED,BOA-808985,69-73 Almont Street,Ward 18
09/11/18,APPROVED,BOA-824425,101 Amory Street,Ward 11
09/11/18,APPROVED,BOA-824430,127 Amory Street,Ward 11
09/11/18,APPROVED,BOA-828431,196 Boylston Street,Ward 11
09/11/18,APPROVED,BOA-859199,59 Blake Street,Ward 18
09/11/18,APPROVED,BOA-833201,97 Brown Avenue,Ward 19
09/11/18,APPROVED,BOA-853982,114 Bennington Street,Ward 1
09/11/18,APPROVED,BOA-812982,1735 Centre Street,Ward 20
09/11/18,APPROVED,BOA-808923,28 Claremont Park,Ward 4
09/11/18,APPROVED,BOA-859185,2-4 Crossman Street,Ward 18
09/11/18,APPROVED,BOA-838926,73-73A Call Street,Ward 11
09/11/18,APPROVED,BOA-838927,75-75A Call Street,Ward 11
09/11/18,APPROVED,BOA-838929,77-79 Call Street,Ward 11
09/11/18,APPROVED,BOA-838925,71 Call Street,Ward 11
09/11/18,APPROVED,BOA-692075,37 Farragut Road,Ward 6
09/11/18,APPROVED,BOA-842916,38B-38 Fleet Street,Ward 3
09/11/18,APPROVED,BOA-854647,52 Fisher Avenue,Ward 10
09/11/18,APPROVED,BOA-814670,174R Grampian Way,Ward 13
09/11/18,APPROVED,BOA-840593,144 Hemenway Street,Ward 4
09/11/18,APPROVED,BOA-840595,148 Hemenway Street,Ward 4
09/11/18,APPROVED,BOA-840594,146 Hemenway Street,Ward 4
09/11/18,APPROVED,BOA-840595,148 Hemenway Street,Ward 4
09/11/18,APPROVED,BOA-846653,162 Highland Street,Ward 11
09/11/18,APPROVED,BOA-827512,105-107 Lawrence Avenue,Ward 14
09/11/18,APPROVED,BOA-835066,53 Marlborough Street,Ward 5
09/11/18,APPROVED,BOA-819279,79 Milton Avenue,Ward 17
09/11/18,APPROVED,BOA-830281,158 Walnut Street,Ward 16
09/11/18,APPROVED,BOA-841390,21 Winfield Street,Ward 7
09/11/18,APPROVED,BOA-822799,277 Webster Street,Ward 1
09/11/18,APPROVED,BOA-806805,40 Wilcock Street,Ward 14
09/11/18,APPROVED,BOA-833588,21 Wensley Street,Ward 10
09/11/18,APPROVED,BOA-806808,48 Wilcock Street,Ward 14
09/11/18,APPROVED,BOA-858380,162 West Brookline Street,Ward 4
09/11/18,APPROVED,BOA-832054,870 South Street,Ward 20
09/11/18,APPROVED,BOA-826526,57 Saratoga Street,Ward 1
09/11/18,APPROVED,BOA-828697,1-1A State Street,Ward 3
09/11/18,DENIED,BOA-823392,87 Bolton Street,Ward 6
09/11/18,DENIED,BOA-824614,1400 Columbia Road,Ward 7
09/11/18,DENIED,BOA-827471,23 Lincoln Street,Ward 16
08/28/18,APPROVED,BOA-836883,7 Atherton Street,Ward 11
08/28/18,APPROVED,BOA-785881,39 Bailey Street,Ward 17
08/28/18,APPROVED,BOA-842339,87 Baldwin Street,Ward 02
08/28/18,APPROVED,BOA-850884,361 Beacon Street,Ward 05
08/28/18,APPROVED,BOA-846899,27 Beechmont Terrace,Ward 18
08/28/18,APPROVED,BOA-826724,1199-1203 Blue Hill Avenue,Ward 14
08/28/18,APPROVED,BOA-840320,955 Boylston Street,Ward 05
08/28/18,APPROVED,BOA-841333,78 Bradwood Street,Ward 20
08/28/18,APPROVED,BOA-840653,12 Carson Street,Ward 13
08/28/18,APPROVED,BOA-831672,597-605 Centre Street,Ward 19
08/28/18,APPROVED,BOA-849531,61 Cleveland Street,Ward 18
08/28/18,APPROVED,BOA-846459,4 Crystal Place,Ward 02
08/28/18,APPROVED,BOA-810527,694 East Fifth Street,Ward 06
08/28/18,APPROVED,BOA-830926,927-929 East Broadway,Ward 06
08/28/18,APPROVED,BOA-839628,12 Ferncroft Road,Ward 20
08/28/18,APPROVED,BOA-816057,101 Forbes Street,Ward 19
08/28/18,APPROVED,BOA-819288,97 Green Street,Ward 19
08/28/18,APPROVED,BOA-811438,271-273 Hancock Street,Ward 15
08/28/18,APPROVED,BOA-802283,270-280 Huntington Avenue,Ward 04
08/28/18,APPROVED,BOA-735387,152-154 Liverpool Street,Ward 01
08/28/18,APPROVED,BOA-809812,565 Massachusetts Avenue,Ward 09
08/28/18,APPROVED,BOA-809813,565 Massachusetts Avenue,Ward 09
08/28/18,APPROVED,BOA-819701,4 Monument Square,Ward 02
08/28/18,APPROVED,BOA-841385,125 Newbury Street,Ward 05
08/28/18,APPROVED,BOA-841388,125 Newbury Street,Ward 05
08/28/18,APPROVED,BOA-846136,202-204 Old Colony Avenue,Ward 07
08/28/18,APPROVED,BOA-768194,25 Richfield Street,Ward 15
08/28/18,APPROVED,BOA-854924,77-81 Terrace Street,Ward 10
08/28/18,APPROVED,BOA-814494,4 Union Park,Ward 03
08/28/18,APPROVED,BOA-809010,28 Wallingford Road,Ward 21
08/28/18,APPROVED,BOA-835829,283 Webster Street,Ward 01
08/28/18,APPROVED,BOA-850598,258 West Newton Street,Ward 04
08/28/18,APPROVED,BOA-840529,135 William T. Morrissey Boulevard,Ward 13
08/28/18,APPROVED,BOA-814973,21-23 Wyman Street,Ward 10
08/28/18,DENIED,BOA-674326,17 Eastman Street,Ward 07
08/14/18,APPROVED,BOA-788662,587 Albany Street,Ward 8
08/14/18,APPROVED,BOA-808984,10-11 Arlington Street,Ward 5
08/14/18,APPROVED,BOA-740765,12 Bloomington Street,Ward 16
08/14/18,APPROVED,BOA-842198,142 Beacon Street,Ward 5
08/14/18,APPROVED,BOA-817811,9 Brahms Street,Ward 20
08/14/18,APPROVED,BOA-740342,36 Cushing Avenue,Ward 13
08/14/18,APPROVED,BOA-830943,1596 Columbia Road,Ward 7
08/14/18,APPROVED,BOA-849737,37 Cedar Grove Street,Ward 16
08/14/18,APPROVED,BOA-833400,23-25 Chestnut Square,Ward 19
08/14/18,APPROVED,BOA-820986,217 Commonwealth Avenue,Ward 5
08/14/18,APPROVED,BOA-836636,603 Dorchester Avenue,Ward 7
08/14/18,APPROVED,BOA-827054,623-625 Dorchester Avenue,Ward 7
08/14/18,APPROVED,BOA-835668,2 Hull Street Court,Ward 3
08/14/18,APPROVED,BOA-822014,36 Hopedale Street,Ward 22
08/14/18,APPROVED,BOA-837426,4 Joy Street,Ward 5
08/14/18,APPROVED,BOA-836037,70 Leo M. Birmingham Parkway,Ward 22
08/14/18,APPROVED,BOA-740773,15 McKone Street,Ward 16
08/14/18,APPROVED,BOA-740771,13 McKone Street,Ward 16
08/14/18,APPROVED,BOA-802786,126 Moore Street,Ward 1
08/14/18,APPROVED,BOA-802785,116-120 Moore Street,Ward 1
08/14/18,APPROVED,BOA-765176,76-80 Neponset Avenue,Ward 16
08/14/18,APPROVED,BOA-765173,90 Neponset Avenue,Ward 16
08/14/18,APPROVED,BOA-832689,19 Old Harbor Street,Ward 7
08/14/18,APPROVED,BOA-826533,217 Paris Street,Ward 1
08/14/18,APPROVED,BOA-827166,466-476 River Street,Ward 18
08/14/18,APPROVED,BOA-843479,21 Soldiers Field Place,Ward 22
08/14/18,APPROVED,BOA-843477,1550 Soldiers Field Road,Ward 22
08/14/18,APPROVED,BOA-808988,67 Saint Botolph Street,Ward 4
08/14/18,APPROVED,BOA-819770,32 Temple Street,Ward 3
08/14/18,APPROVED,BOA-836537,140 West Canton Street,Ward 4
08/14/18,APPROVED,BOA-767363,238 Webster Street,Ward 1
08/14/18,APPROVED,BOA-797675,457-469 West Broadway,Ward 6
08/14/18,APPROVED,BOA-779357,29-31 Ward Street,Ward 7
08/14/18,APPROVED,BOA-785909,193 West Brookline Street,Ward 4
08/14/18,APPROVED,BOA-785907,193 West Brookline Street,Ward 4
08/14/18,APPROVED,BOA-793578,66 West Rutland Square,Ward 4
